sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
AM11129;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Green;Blue;Orange;Geometric;Pakistan;2;7;31;9;7;115;;clearance;2010s;;;Excellent condition. ;270;0,1;540;x;60;200,00;x;x;0
AM11130;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;gray;Red;Geometric;Pakistan;2;7;31;9;9;117;;clearance;2010s;;;Excellent condition. ;270;0,1;540;x;60;200,00;x;x;0
AM11131;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Green;Blue;Orange;Geometric;Pakistan;2;7;31;9;9;117;;clearance;2010s;;;Excellent condition. ;270;0,1;540;x;60;200,00;x;x;0
AM11132;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;White;Red;Geometric;Pakistan;2;8;32;9;5;113;;clearance;2010s;;;Excellent condition. ;270;0,1;540;x;60;200,00;x;x;0
AM11137;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Green;Blue;Orange;Geometric;Pakistan;8;4;100;11;6;138;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11138;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;White;Orange;Geometric;Pakistan;10;0;120;12;8;152;;clearance;2010s;;;Excellent condition. ;1800;0,1;3600;x;60;200,00;x;x;0
AM11139;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Pink;Blue ;Green;Orange;Geometric;Pakistan;5;5;65;8;1;97;;clearance;2010s;;;Excellent condition. ;600;0,1;1200;x;60;200,00;x;x;0
AM11141;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Pink;gray;Yellow;Geometric;Pakistan;6;9;81;9;8;116;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11142;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Blue;Green;Red;Geometric;Pakistan;6;4;76;9;6;114;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11143;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Orange;Red;Green;Geometric;Pakistan;6;6;78;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11145;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Blue;Purple;Red;Geometric;Pakistan;6;5;77;9;6;114;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11147;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Yellow;Orange;Geometric;Pakistan;3;3;39;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11148;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Orange;Red;Blue;Green;Geometric;Pakistan;3;2;38;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11149;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Pink;Green;Blue;gray;Geometric;Pakistan;3;2;38;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11151;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Yellow;gray;Orange;Geometric;Pakistan;3;3;39;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11153;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Yellow;Blue;Orange;Red;Geometric;Pakistan;3;5;41;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11154;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Purple;Yellow;Green;Geometric;Pakistan;3;4;40;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11155;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Green;Purple;Blue;Geometric;Pakistan;3;2;38;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11156;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Green;Red;Yellow;Geometric;Pakistan;3;2;38;4;6;54;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11158;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Blue;Red;gray;Geometric;Pakistan;3;4;40;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11159;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Orange;Red;Geometric;Pakistan;3;2;38;5;0;60;;clearance;2010s;;;Excellent condition. ;225;0,1;450;x;60;200,00;x;x;0
AM11160;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Gey;Green;Blue;Pink;Geometric;Pakistan;3;3;39;5;1;61;;clearance;2010s;;;Excellent condition. ;225;0,1;450;x;60;200,00;x;x;0
AM11161;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Red;Green;Blue;Geometric;Pakistan;3;3;39;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11162;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Orange;Green;Blue;Geometric;Pakistan;3;4;40;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11163;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Orange;Green;Blue;Purple;Geometric;Pakistan;3;3;39;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11164;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Blue;Pink;Geometric;Pakistan;3;3;39;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11166;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Pink;Green ;Orange;Geometric;Pakistan;3;1;37;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11167;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Pink;Blue;Purple;Geometric;Pakistan;3;2;38;5;1;61;;clearance;2010s;;;Excellent condition. ;225;0,1;450;x;60;200,00;x;x;0
AM11168;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;gray;Green ;Red;Geometric;Pakistan;3;5;41;4;7;55;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11169;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Green;Pink;gray;Geometric;Pakistan;3;2;38;4;8;56;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11170;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Red;Green;Geometric;Pakistan;3;7;43;4;6;54;;clearance;2010s;;;Excellent condition. ;180;0,1;360;x;60;200,00;x;x;0
AM11171;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Pink;Green ;Blue;Geometric;Pakistan;2;7;31;4;1;49;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11172;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Red;Orange;Purple;Geometric;Pakistan;2;7;31;4;2;50;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11173;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;gray;Green ;Blue;Geometric;Pakistan;2;6;30;3;8;44;;clearance;2010s;;;Excellent condition. ;90;0,1;180;x;60;200,00;x;x;0
AM11174;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Pink;Orange;Blue;Geometric;Pakistan;2;9;33;4;6;54;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11175;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Red;Orange;Pink;Blue;Geometric;Pakistan;2;9;33;4;7;55;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11177;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Red;Orange;Purple;Geometric;Pakistan;2;6;30;4;0;48;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11178;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Orange;Purple;Pink;Blue;Geometric;Pakistan;2;7;31;3;8;44;;clearance;2010s;;;Excellent condition. ;90;0,1;180;x;60;200,00;x;x;0
AM11179;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;Red;Orange;Purple;Geometric;Pakistan;2;5;29;4;4;52;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11180;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Pink;gray;Purple;Blue;Geometric;Pakistan;2;5;29;3;9;45;;clearance;2010s;;;Excellent condition. ;90;0,1;180;x;60;200,00;x;x;0
AM11182;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue ;gray;Green;Orange;Geometric;Pakistan;2;7;31;4;0;48;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11184;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Orange;gray;Geometric;Pakistan;2;6;30;4;1;49;;clearance;2010s;;;Excellent condition. ;120;0,1;240;x;60;200,00;x;x;0
AM11185;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Green;Blue;Orange;Geometric;Pakistan;6;6;78;9;5;113;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11186;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Green;Gold;Red;Geometric;Pakistan;6;5;77;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11187;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Blue;Red;Orange;Geometric;Pakistan;6;6;78;9;8;116;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11188;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Green;Red;Purple;Geometric;Pakistan;6;8;80;9;9;117;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11189;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Green;Blue;Red;Geometric;Pakistan;6;7;79;9;8;116;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11190;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Purple;Yellow;Blue;Geometric;Pakistan;6;7;79;10;0;120;;clearance;2010s;;;Excellent condition. ;900;0,1;1800;x;60;200,00;x;x;0
AM11191;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Green;Blue;Red;Geometric;Pakistan;6;8;80;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11192;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Blue;Green;Orange;Geometric;Pakistan;6;7;79;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11193;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Pink;Orange;Blue;Geometric;Pakistan;6;5;77;10;1;121;;clearance;2010s;;;Excellent condition. ;900;0,1;1800;x;60;200,00;x;x;0
AM11194;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Red;Yellow;Geometric;Pakistan;6;6;78;9;5;113;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11195;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;White;Blue;Yellow;Geometric;Pakistan;6;7;79;9;6;114;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11196;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Green;Blue;Red;Geometric;Pakistan;6;6;78;9;5;113;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11197;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Yellow;Red;gray;Geometric;Pakistan;6;7;79;9;8;116;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11198;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Orange;Blue;Green;Geometric;Pakistan;6;7;79;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11199;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Green;Red;Blue;gray;Geometric;Pakistan;6;5;77;9;7;115;;clearance;2010s;;;Excellent condition. ;810;0,1;1620;x;60;200,00;x;x;0
AM11200;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Green;Red;Yellow;Geometric;Pakistan;8;6;102;11;3;135;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11201;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Yellow;Red;Green;Geometric;Pakistan;8;3;99;11;5;137;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11203;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Yellow;Red;Green;Geometric;Pakistan;8;1;97;9;4;112;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
AM11204;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Green;Purple;gray;Geometric;Pakistan;10;0;120;13;0;156;;clearance;2010s;;;Excellent condition. ;1950;0,1;3900;x;60;200,00;x;x;0
AM11206;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Green;Blue;Yellow;Geometric;Pakistan;10;1;121;13;0;156;;clearance;2010s;;;Excellent condition. ;1950;0,1;3900;x;60;200,00;x;x;0
AM11208;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Red;Yellow;Blue;Geometric;Pakistan;9;9;117;13;2;158;;clearance;2010s;;;Excellent condition. ;1755;0,1;3510;x;60;200,00;x;x;0
AM11209;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;White;Yellow;Red;Blue;Geometric;Pakistan;9;7;115;12;9;153;;clearance;2010s;;;Excellent condition. ;1620;0,1;3240;x;60;200,00;x;x;0
AM11210;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Red;Blue;Green;Geometric;Pakistan;8;4;100;11;9;141;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11211;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Purple;Yellow;Geometric;Pakistan;8;6;102;12;8;152;;clearance;2010s;;;Excellent condition. ;1440;0,1;2880;x;60;200,00;x;x;0
AM11213;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Red;Green;Orange;Geometric;Pakistan;8;5;101;11;5;137;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11214;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Purple;Red;Blue;Green;Geometric;Pakistan;8;7;103;11;2;134;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11215;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Pink;Green;Red;Geometric;Pakistan;8;8;104;11;3;135;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11216;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Ivory;Blue;Red;Yellow;Geometric;Pakistan;8;5;101;11;0;132;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11218;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Yellow;Green;Red;Blue;Geometric;Pakistan;8;4;100;11;7;139;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11219;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Ivory;Red;Green;gray;Geometric;Pakistan;8;6;102;11;5;137;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11220;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;Blue;Green;Red;Yellow;Geometric;Pakistan;8;2;98;11;5;137;;clearance;2010s;;;Excellent condition. ;1320;0,1;2640;x;60;200,00;x;x;0
AM11221;Colorful Modern Flatweave Kilim;Hand Woven colorful Kilims uses vegitable dyes and handspun wool. Morrocan style pattern makes them a great option when you need a little character. ;Tribal;Boho Chic;Contemporary;Hand Knotted;Wool;;gray;Purple;Green;Yellow;Geometric;Pakistan;8;3;99;9;7;115;;clearance;2010s;;;Excellent condition. ;1080;0,1;2160;x;60;200,00;x;x;0
